"","longitude","latitude","begin","end","ID"
"717",-124.120552,44.32,"2005-06-08","2005-06-30","doi:10.6085/AA/YB15CX_015ADCP014R00_20050608.50.2"
"718",-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.12"
"719",-119.93203,34.42403,"2002-01-18","2002-04-03","doi:10.6085/AA/ELLXXX_015ADCP015R00_20020118.50.2"
"720",-119.69665,34.03065,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.2"
"721",-120.63583,34.86919,"2005-07-27","2005-10-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20050727.50.4"
"722",-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.9"
"723",-119.93203,34.42403,"2001-02-15","2001-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010215.50.4"
"724",-124.126832,44.2521,"2001-07-07","2001-09-21","doi:10.6085/AA/SH15CX_015ADCP014R00_20010707.50.2"
"725",-122.08045,36.943421,"2003-07-23","2003-09-23","doi:10.6085/AA/TPT001_018ADCP018R00_20030723.50.2"
"726",-120.127833,33.895817,"2007-08-06","2007-11-15","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070806.50.1"
"727",-122.08045,36.943421,"2003-04-27","2003-07-23","doi:10.6085/AA/TPT001_018ADCP018R00_20030427.50.5"
"728",-124.057004,44.8589,"2003-07-15","2003-09-08","doi:10.6085/AA/LB15CX_015ADCP014R00_20030715.50.2"
"729",-122.08045,36.943421,"2003-01-20","2003-04-27","doi:10.6085/AA/TPT001_018ADCP018R00_20030120.50.2"
"730",-120.48605,34.47385,"2002-11-27","2003-03-03","doi:10.6085/AA/JALXXX_015ADCP015R00_20021127.50.1"
"731",-120.4871,34.47344,"2003-03-12","2003-05-23","doi:10.6085/AA/JALXXX_015ADCP015R00_20030312.50.3"
"732",-120.6276,34.72602,"2005-11-01","2006-01-27","doi:10.6085/AA/PURXXX_015ADCP015R00_20051101.50.4"
"733",-119.931633,34.42485,"1999-09-06","1999-10-20","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990906.50.1"
"734",-120.63583,34.86919,"2008-02-19","2008-05-16","doi:10.6085/AA/PTSXXX_015ADCP015R00_20080219.50.3"
"735",-120.6276,34.72602,"2004-08-19","2004-11-22","doi:10.6085/AA/PURXXX_015ADCP015R00_20040819.50.4"
"736",-120.6276,34.72602,"2002-06-12","2002-07-23","doi:10.6085/AA/PURXXX_015ADCP015R00_20020612.50.2"
"737",-121.898647,36.62185,"2002-05-29","2002-08-29","doi:10.6085/AA/HMS001_020ADCP019R00_20020529.50.3"
"738",-122.08045,36.943421,"2003-10-31","2004-01-27","doi:10.6085/AA/TPT001_018ADCP018R00_20031031.50.3"
"739",-121.898647,36.62185,"2005-01-04","2005-04-02","doi:10.6085/AA/HMS001_020ADCP019R00_20050104.50.4"
"740",-119.69665,34.03065,"2003-01-28","2003-04-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20030128.50.3"
"741",-119.69665,34.03065,"2003-08-07","2003-11-01","doi:10.6085/AA/PELXXX_015ADCP015R00_20030807.50.1"
"742",-122.08045,36.943421,"2004-07-17","2004-10-14","doi:10.6085/AA/TPT001_018ADCP018R00_20040716.50.4"
"743",-124.0562,44.8583,"2004-05-12","2004-07-10","doi:10.6085/AA/LB15XX_015ADCP014R00_20040512.50.1"
"744",-120.63535,34.869817,"2002-06-12","2002-07-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020612.50.1"
"745",-120.48605,34.47385,"2002-08-29","2002-11-20","doi:10.6085/AA/JALXXX_015ADCP015R00_20020829.50.1"
"746",-122.15845,36.972121,"2002-01-15","2002-04-11","doi:10.6085/AA/SHB001_021ADCP020R00_20020115.50.2"
"747",-119.84111,34.06683,"2005-03-15","2005-06-02","doi:10.6085/AA/PROXXX_015ADCP015R00_20050315.50.5"
"748",-120.63535,34.869817,"2003-05-29","2003-08-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20030529.50.1"
"749",-121.9448,36.558,"2001-03-08","2001-04-16","doi:10.6085/AA/SWC001_022ADCP021R00_20010308.50.2"
"750",-119.55941,34.05559,"2006-10-31","2007-01-19","doi:10.6085/AA/SCPXXX_015ADCP015R00_20061031.50.4"
"751",-124.126332,44.2536,"2005-04-21","2005-06-15","doi:10.6085/AA/SH15CX_015ADCP014R00_20050421.50.4"
"752",-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.7"
"753",-122.15845,36.972121,"2003-04-29","2003-07-27","doi:10.6085/AA/SHB001_021ADCP020R00_20030429.50.5"
"754",-121.898647,36.62185,"2000-06-01","2000-07-12","doi:10.6085/AA/HMS001_020ADCP019R00_20000601.50.4"
"755",-120.63583,34.86919,"2002-01-17","2002-04-02","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020117.50.2"
"756",-119.69602,34.0313,"2005-02-24","2005-05-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20050224.50.4"
"757",-120.127833,33.895817,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.2"
"758",-119.84111,34.06683,"2005-12-08","2006-03-05","doi:10.6085/AA/PROXXX_015ADCP015R00_20051208.50.2"
"759",-120.6276,34.72602,"2000-05-13","2000-07-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20000513.50.2"
"760",-120.4871,34.47344,"2002-01-17","2002-04-02","doi:10.6085/AA/JALXXX_015ADCP015R00_20020117.50.2"
"761",-122.15845,36.972121,"2005-04-01","2005-06-24","doi:10.6085/AA/SHB001_021ADCP020R00_20050401.50.3"
"762",-124.0744,44.8162,"2000-07-06","2000-09-21","doi:10.6085/AA/DBN15X_015ADCP014R00_20000706.50.1"
"763",-122.15845,36.972121,"2000-07-14","2000-08-17","doi:10.6085/AA/SHB001_021ADCP020R00_20000714.50.3"
"764",-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.9"
"765",-119.93203,34.42403,"1999-10-20","1999-12-06","doi:10.6085/AA/ELLXXX_015ADCP015R00_19991020.50.3"
"766",-120.6276,34.72602,"2008-02-19","2008-05-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20080219.50.4"
"767",-119.55941,34.05559,"2010-08-25","2010-12-15","doi:10.6085/AA/SCPXXX_015ADCP015R00_20100825.50.1"
"768",-119.55941,34.05559,"2007-04-23","2007-05-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070423.50.4"
"769",-120.4871,34.47344,"2003-11-12","2004-02-06","doi:10.6085/AA/JALXXX_015ADCP015R00_20031112.50.4"
"770",-124.101635,44.5016,"2003-07-11","2003-09-12","doi:10.6085/AA/SR15CX_015ADCP014R00_20030711.50.2"
"771",-122.15845,36.972121,"2001-03-12","2001-05-14","doi:10.6085/AA/SHB001_021ADCP020R00_20010312.50.2"
"772",-122.08045,36.943421,"2001-08-29","2001-11-09","doi:10.6085/AA/TPT001_018ADCP018R00_20010829.50.4"
"773",-121.9448,36.5589,"2007-03-14","2007-06-06","doi:10.6085/AA/SWC001_022ADCP021R00_20070314.50.1"
"774",-119.69665,34.03065,"2003-05-12","2003-07-22","doi:10.6085/AA/PELXXX_015ADCP015R00_20030512.50.3"
"775",-121.898647,36.62185,"2002-11-04","2003-02-09","doi:10.6085/AA/HMS001_020ADCP019R00_20021103.50.4"
"776",-120.63583,34.86919,"2004-02-12","2004-05-05","doi:10.6085/AA/PTSXXX_015ADCP015R00_20040212.50.3"
"777",-120.48605,34.47385,"2001-05-22","2001-07-24","doi:10.6085/AA/JALXXX_015ADCP015R00_20010522.50.1"
"778",-124.1264,44.2516,"2002-07-17","2002-09-03","doi:10.6085/AA/SH15CX_015ADCP014R00_20020717.50.1"
"779",-119.69602,34.0313,"2003-01-28","2003-04-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20030128.50.5"
"780",-119.85566,33.96617,"2007-11-01","2008-01-15","doi:10.6085/AA/MORXXX_015ADCP015R00_20071101.50.1"
"781",-121.898647,36.62185,"2004-01-21","2004-04-19","doi:10.6085/AA/HMS001_020ADCP019R00_20040121.50.3"
"782",-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.5"
"783",-121.898647,36.62185,"2003-02-09","2003-05-05","doi:10.6085/AA/HMS001_020ADCP019R00_20030209.50.4"
"784",-119.854783,33.966633,"2007-04-27","2007-07-23","doi:10.6085/AA/MORXXX_015ADCP015R00_20070427.50.1"
"785",-122.15845,36.972121,"2001-10-26","2002-01-15","doi:10.6085/AA/SHB001_021ADCP020R00_20011026.50.4"
"786",-119.560033,34.054867,"2007-01-19","2007-04-10","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070119.50.1"
"787",-119.69602,34.0313,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.11"
"788",-121.9448,36.558,"2003-02-07","2003-05-01","doi:10.6085/AA/SWC001_022ADCP021R00_20030207.50.3"
"789",-122.0799,36.9442,"2003-10-31","2004-01-27","doi:10.6085/AA/TPT001_018ADCP018R00_20031031.50.1"
"790",-124.0999,44.4991,"2005-04-26","2005-05-19","doi:10.6085/AA/SR15CX_015ADCP014R00_20050426.50.1"
"791",-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.10"
"792",-120.6276,34.72602,"2005-07-27","2005-10-21","doi:10.6085/AA/PURXXX_015ADCP015R00_20050727.50.3"
"793",-124.127332,44.2516,"2002-05-15","2002-06-26","doi:10.6085/AA/SH15CX_015ADCP014R00_20020515.50.5"
"794",-119.55941,34.05559,"2006-02-17","2006-05-04","doi:10.6085/AA/SCPXXX_015ADCP015R00_20060217.50.4"
"795",-119.85566,33.96617,"2008-01-15","2008-04-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080115.50.3"
"796",-122.0799,36.9442,"2006-04-14","2006-07-14","doi:10.6085/AA/TPT001_018ADCP018R00_20060410.50.1"
"797",-121.898647,36.62185,"2003-05-05","2003-08-01","doi:10.6085/AA/HMS001_020ADCP019R00_20030505.50.3"
"798",-120.12842,33.89511,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.11"
"799",-124.126832,44.2521,"2001-07-07","2001-09-21","doi:10.6085/AA/SH15CX_015ADCP014R00_20010707.50.5"
"800",-122.15845,36.972121,"2000-07-14","2000-08-17","doi:10.6085/AA/SHB001_021ADCP020R00_20000714.50.4"
"801",-120.63583,34.86919,"2005-07-27","2005-10-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20050727.50.5"
"802",-122.15845,36.972121,"2002-01-15","2002-04-11","doi:10.6085/AA/SHB001_021ADCP020R00_20020115.50.3"
"803",-119.854783,33.966633,"2007-02-08","2007-04-27","doi:10.6085/AA/MORXXX_015ADCP015R00_20070208.50.1"
"804",-119.69602,34.0313,"2007-09-07","2007-11-28","doi:10.6085/AA/PELXXX_015ADCP015R00_20070907.50.1"
"805",-121.898647,36.62185,"2002-05-29","2002-08-29","doi:10.6085/AA/HMS001_020ADCP019R00_20020529.50.4"
"806",-121.9448,36.558,"2002-11-05","2003-02-07","doi:10.6085/AA/SWC001_022ADCP021R00_20021105.50.2"
"807",-121.9448,36.5589,"2001-06-21","2001-09-04","doi:10.6085/AA/SWC001_022ADCP021R00_20010621.50.1"
"808",-119.69602,34.0313,"2003-12-02","2004-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20031202.50.6"
"809",-124.025515,45.0019,"2001-08-01","2001-09-20","doi:10.6085/AA/CH15CX_015ADCP014R00_20010801.50.2"
"810",-122.15845,36.972121,"2003-10-31","2004-01-28","doi:10.6085/AA/SHB001_021ADCP020R00_20031031.50.4"
"811",-119.85566,33.96617,"2006-06-09","2006-08-31","doi:10.6085/AA/MORXXX_015ADCP015R00_20060609.50.5"
"812",-119.69665,34.03065,"2002-10-17","2003-01-04","doi:10.6085/AA/PELXXX_015ADCP015R00_20021017.50.1"
"813",-120.6268,34.726483,"2002-01-17","2002-04-02","doi:10.6085/AA/PURXXX_015ADCP015R00_20020117.50.1"
"814",-120.12842,33.89511,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.10"
"815",-120.6276,34.72602,"2003-09-02","2003-11-06","doi:10.6085/AA/PURXXX_015ADCP015R00_20030902.50.4"
"816",-119.85566,33.96617,"2008-04-10","2008-07-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080410.50.1"
"817",-120.63583,34.86919,"2004-08-19","2004-11-13","doi:10.6085/AA/PTSXXX_015ADCP015R00_20040819.50.3"
"818",-121.9448,36.558,"2001-06-21","2001-09-04","doi:10.6085/AA/SWC001_022ADCP021R00_20010621.50.2"
"819",-119.69602,34.0313,"2005-02-24","2005-05-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20050224.50.7"
"820",-124.120932,44.2525,"2001-05-04","2001-06-19","doi:10.6085/AA/SH08CX_008ADCP007R00_20010504.50.3"
"821",-121.898647,36.62185,"2003-08-01","2003-10-24","doi:10.6085/AA/HMS001_020ADCP019R00_20030801.50.4"
"822",-119.84111,34.06683,"2004-12-01","2005-02-24","doi:10.6085/AA/PROXXX_015ADCP015R00_20041201.50.3"
"823",-121.898647,36.62185,"2000-07-12","2000-08-18","doi:10.6085/AA/HMS001_020ADCP019R00_20000712.50.4"
"824",-124.128432,44.2526,"2000-07-05","2000-09-23","doi:10.6085/AA/SH15XX_015ADCP014R00_20000705.50.2"
"825",-120.12842,33.89511,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.8"
"826",-121.9448,36.558,"2003-05-01","2003-07-30","doi:10.6085/AA/SWC001_022ADCP021R00_20030501.50.3"
"827",-122.08045,36.943421,"2001-06-18","2001-08-29","doi:10.6085/AA/TPT001_018ADCP018R00_20010618.50.3"
"828",-121.9448,36.5589,"2004-10-12","2005-01-06","doi:10.6085/AA/SWC001_022ADCP021R00_20041012.50.1"
"829",-119.85566,33.96617,"2004-12-01","2005-02-24","doi:10.6085/AA/MORXXX_015ADCP015R00_20041201.50.4"
"830",-121.9448,36.558,"2001-06-21","2001-09-04","doi:10.6085/AA/SWC001_022ADCP021R00_20010621.50.4"
"831",-119.69665,34.03065,"2004-04-02","2004-07-02","doi:10.6085/AA/PELXXX_015ADCP015R00_20040402.50.3"
"832",-119.93203,34.42403,"2000-12-05","2001-02-05","doi:10.6085/AA/ELLXXX_015ADCP015R00_20001205.50.2"
"833",-119.69665,34.03065,"2005-06-02","2005-08-25","doi:10.6085/AA/PELXXX_015ADCP015R00_20050602.50.3"
"834",-120.4871,34.47344,"2003-03-12","2003-05-23","doi:10.6085/AA/JALXXX_015ADCP015R00_20030312.50.2"
"835",-121.898647,36.62185,"2001-03-13","2001-05-04","doi:10.6085/AA/HMS001_020ADCP019R00_20010313.50.4"
"836",-122.15845,36.972121,"2000-06-19","2000-07-14","doi:10.6085/AA/SHB001_021ADCP020R00_20000619.50.4"
"837",-122.08045,36.943421,"2008-03-04","2008-06-02","doi:10.6085/AA/TPT001_018ADCP018R00_20080304.50.2"
"838",-120.63583,34.86919,"2000-08-15","2000-11-09","doi:10.6085/AA/PTSXXX_015ADCP015R00_20000815.50.4"
"839",-121.9448,36.558,"2000-06-17","2000-07-18","doi:10.6085/AA/SWC001_022ADCP021R00_20000617.50.4"
"840",-120.63535,34.869817,"2007-03-05","2007-06-10","doi:10.6085/AA/PTSXXX_015ADCP015R00_20070305.50.1"
"841",-119.85566,33.96617,"2007-04-27","2007-07-23","doi:10.6085/AA/MORXXX_015ADCP015R00_20070427.50.3"
"842",-119.69602,34.0313,"2005-02-24","2005-05-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20050224.50.8"
"843",-121.898647,36.62185,"2004-01-21","2004-04-19","doi:10.6085/AA/HMS001_020ADCP019R00_20040121.50.4"
"844",-119.69602,34.0313,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.5"
"845",-124.056,44.8565,"2005-08-12","2005-09-03","doi:10.6085/AA/LB15CX_015ADCP014R00_20050812.50.1"
"846",-121.898647,36.62185,"2000-11-21","2001-01-07","doi:10.6085/AA/HMS001_020ADCP019R00_20001117.50.2"
"847",-120.6268,34.726483,"2005-07-27","2005-10-21","doi:10.6085/AA/PURXXX_015ADCP015R00_20050727.50.1"
"848",-124.074776,44.8418,"2002-08-02","2002-09-04","doi:10.6085/AA/FC15CX_015ADCP014R00_20020802.50.3"
"849",-122.15845,36.972121,"2005-12-14","2006-03-08","doi:10.6085/AA/SHB001_021ADCP020R00_20051214.50.4"
"850",-124.0574,44.8565,"2005-08-12","2005-09-03","doi:10.6085/AA/LB15CX_015ADCP014R00_20050812.50.4"
"851",-120.12842,33.89511,"2005-04-21","2005-07-16","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050421.50.12"
"852",-119.85566,33.96617,"2008-01-15","2008-04-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080115.50.4"
"853",-121.898647,36.62185,"2001-03-13","2001-05-04","doi:10.6085/AA/HMS001_020ADCP019R00_20010313.50.3"
"854",-119.560033,34.054867,"2006-05-04","2006-07-27","doi:10.6085/AA/SCPXXX_015ADCP015R00_20060504.50.1"
"855",-121.9448,36.558,"2005-04-05","2005-07-01","doi:10.6085/AA/SWC001_022ADCP021R00_20050405.50.4"
"856",120.352284,34.059275,"2008-04-03","2008-07-02","doi:10.6085/AA/CUYXXX_015ADCP015R00_20080403.50.2"
"857",-119.931633,34.42485,"2002-04-23","2002-07-03","doi:10.6085/AA/ELLXXX_015ADCP015R00_20020423.50.1"
"858",-122.15845,36.972121,"2004-04-29","2004-07-15","doi:10.6085/AA/SHB001_021ADCP020R00_20040429.50.2"
"859",-120.63583,34.86919,"2002-06-12","2002-07-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020612.50.4"
"860",-119.93203,34.42403,"1999-09-06","1999-10-20","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990906.50.3"
"861",-119.55941,34.05559,"2007-06-08","2007-09-07","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070608.50.4"
"862",-122.15845,36.972121,"2001-05-14","2001-07-28","doi:10.6085/AA/SHB001_021ADCP020R00_20010514.50.3"
"863",-119.85566,33.96617,"2006-11-15","2006-12-26","doi:10.6085/AA/MORXXX_015ADCP015R00_20061115.50.2"
"864",-124.102233,44.4994,"2002-05-15","2002-06-26","doi:10.6085/AA/SR15CX_015ADCP014R00_20020515.50.3"
"865",-124.100933,44.4991,"2005-04-26","2005-05-19","doi:10.6085/AA/SR15CX_015ADCP014R00_20050426.50.3"
"866",-121.9448,36.558,"2002-07-29","2002-11-01","doi:10.6085/AA/SWC001_022ADCP021R00_20020729.50.3"
"867",-122.15845,36.972121,"2004-10-07","2005-01-03","doi:10.6085/AA/SHB001_021ADCP020R00_20041007.50.4"
"868",-119.55941,34.05559,"2005-11-17","2006-02-12","doi:10.6085/AA/SCPXXX_015ADCP015R00_20051117.50.3"
"869",-121.8996,36.6214,"2004-01-21","2004-04-19","doi:10.6085/AA/HMS001_020ADCP019R00_20040121.50.1"
"870",-120.4871,34.47344,"2001-02-15","2001-05-11","doi:10.6085/AA/JALXXX_015ADCP015R00_20010215.50.2"
"871",-122.1579,36.9729,"2000-07-14","2000-08-17","doi:10.6085/AA/SHB001_021ADCP020R00_20000714.50.1"
"872",-121.9448,36.558,"2001-09-05","2001-11-30","doi:10.6085/AA/SWC001_022ADCP021R00_20010831.50.3"
"873",-120.6276,34.72602,"2003-03-12","2003-05-23","doi:10.6085/AA/PURXXX_015ADCP015R00_20030312.50.3"
"874",-124.065576,44.8419,"2000-07-06","2000-09-23","doi:10.6085/AA/FC15XX_015ADCP014R00_20000706.50.3"
"875",-120.6276,34.72602,"1999-11-10","1999-12-23","doi:10.6085/AA/PURXXX_015ADCP015R00_19991110.50.5"
"876",-120.12842,33.89511,"2008-02-27","2008-05-29","doi:10.6085/AA/SRSXXX_015ADCP015R00_20080227.50.4"
"877",-122.15845,36.972121,"2005-06-25","2005-09-21","doi:10.6085/AA/SHB001_021ADCP020R00_20050625.50.4"
"878",-122.0799,36.9442,"2004-01-27","2004-04-24","doi:10.6085/AA/TPT001_018ADCP018R00_20040127.50.1"
"879",-119.55941,34.05559,"2006-08-02","2006-10-31","doi:10.6085/AA/SCPXXX_015ADCP015R00_20060802.50.3"
"880",-119.85566,33.96617,"2008-04-10","2008-07-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080410.50.2"
"881",-122.15845,36.972121,"2006-11-30","2007-02-14","doi:10.6085/AA/SHB001_021ADCP020R00_20061130.50.2"
"882",-120.6276,34.72602,"2004-02-12","2004-05-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20040212.50.2"
"883",-122.15845,36.972121,"2001-05-14","2001-07-28","doi:10.6085/AA/SHB001_021ADCP020R00_20010514.50.2"
"884",-120.6276,34.72602,"2000-12-05","2001-02-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20001205.50.4"
"885",-122.08045,36.943421,"2004-01-27","2004-04-24","doi:10.6085/AA/TPT001_018ADCP018R00_20040127.50.2"
"886",-121.9448,36.558,"2000-08-16","2000-09-21","doi:10.6085/AA/SWC001_022ADCP021R00_20000815.50.5"
"887",-122.08045,36.943421,"2004-10-14","2005-01-12","doi:10.6085/AA/TPT001_018ADCP018R00_20041014.50.4"
"888",-120.6276,34.72602,"2002-04-23","2002-06-12","doi:10.6085/AA/PURXXX_015ADCP015R00_20020423.50.2"
"889",-122.08045,36.943421,"2006-07-14","2006-10-11","doi:10.6085/AA/TPT001_018ADCP018R00_20060714.50.3"
"890",-121.898647,36.62185,"2004-10-09","2005-01-04","doi:10.6085/AA/HMS001_020ADCP019R00_20041008.50.3"
"891",-120.6276,34.72602,"2004-05-26","2004-07-27","doi:10.6085/AA/PURXXX_015ADCP015R00_20040526.50.3"
"892",-122.15845,36.972121,"2005-01-03","2005-04-01","doi:10.6085/AA/SHB001_021ADCP020R00_20050102.50.4"
"893",-119.560033,34.054867,"2005-08-31","2005-11-14","doi:10.6085/AA/SCPXXX_015ADCP015R00_20050831.50.1"
"894",-121.898647,36.62185,"2004-04-19","2004-07-13","doi:10.6085/AA/HMS001_020ADCP019R00_20040419.50.4"
"895",-124.101635,44.5016,"2003-05-19","2003-07-11","doi:10.6085/AA/SR15CX_015ADCP014R00_20030519.50.2"
"896",-119.69602,34.0313,"2004-04-02","2004-07-02","doi:10.6085/AA/PELXXX_015ADCP015R00_20040402.50.7"
"897",-120.6268,34.726483,"2003-11-12","2004-02-06","doi:10.6085/AA/PURXXX_015ADCP015R00_20031112.50.1"
"898",-121.898647,36.62185,"2001-09-12","2001-12-06","doi:10.6085/AA/HMS001_020ADCP019R00_20010912.50.2"
"899",-119.84111,34.06683,"2006-03-13","2006-06-01","doi:10.6085/AA/PROXXX_015ADCP015R00_20060313.50.3"
"900",-122.08045,36.943421,"2003-04-27","2003-07-23","doi:10.6085/AA/TPT001_018ADCP018R00_20030427.50.2"
"901",-120.6268,34.726483,"2003-03-12","2003-05-23","doi:10.6085/AA/PURXXX_015ADCP015R00_20030312.50.1"
"902",-120.63583,34.86919,"2002-01-17","2002-04-02","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020117.50.4"
"903",-121.9448,36.558,"2001-04-16","2001-06-21","doi:10.6085/AA/SWC001_022ADCP021R00_20010416.50.4"
"904",-120.63583,34.86919,"2001-08-02","2001-10-27","doi:10.6085/AA/PTSXXX_015ADCP015R00_20010802.50.5"
"905",-119.55941,34.05559,"2007-04-23","2007-05-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070423.50.2"
"906",-124.057603,44.8583,"2004-07-10","2004-09-28","doi:10.6085/AA/LB15XX_015ADCP014R00_20040710.50.4"
"907",-124.081686,44.7795,"2000-07-06","2000-09-21","doi:10.6085/AA/WC15XX_015ADCP014R00_20000706.50.2"
"908",-120.6268,34.726483,"2002-06-12","2002-07-23","doi:10.6085/AA/PURXXX_015ADCP015R00_20020612.50.1"
"909",-124.057004,44.8589,"2003-05-20","2003-07-15","doi:10.6085/AA/LB15CX_015ADCP014R00_20030520.50.4"
"910",-120.63583,34.86919,"2004-05-26","2004-07-28","doi:10.6085/AA/PTSXXX_015ADCP015R00_20040526.50.4"
"911",-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.10"
"912",-121.898647,36.62185,"2006-06-12","2006-08-30","doi:10.6085/AA/HMS001_020ADCP019R00_20060612.50.4"
"913",-121.898647,36.62185,"2003-05-05","2003-08-01","doi:10.6085/AA/HMS001_020ADCP019R00_20030505.50.4"
"914",-120.63535,34.869817,"2001-08-02","2001-10-27","doi:10.6085/AA/PTSXXX_015ADCP015R00_20010802.50.1"
"915",-120.63535,34.869817,"2004-08-19","2004-11-13","doi:10.6085/AA/PTSXXX_015ADCP015R00_20040819.50.1"
"916",-124.120932,44.2525,"2001-05-04","2001-06-19","doi:10.6085/AA/SH08CX_008ADCP007R00_20010504.50.4"
"917",-121.9448,36.558,"2005-04-05","2005-07-01","doi:10.6085/AA/SWC001_022ADCP021R00_20050405.50.3"
"918",-120.12842,33.89511,"2005-07-27","2005-10-11","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050727.50.4"
"919",-119.84155,34.066,"2004-12-01","2005-02-24","doi:10.6085/AA/PROXXX_015ADCP015R00_20041201.50.1"
"920",-120.63583,34.86919,"2002-06-12","2002-07-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020612.50.2"
"921",-121.8996,36.6214,"2003-08-01","2003-10-24","doi:10.6085/AA/HMS001_020ADCP019R00_20030801.50.1"
"922",-121.898647,36.62185,"2000-06-01","2000-07-12","doi:10.6085/AA/HMS001_020ADCP019R00_20000601.50.3"
"923",-119.69602,34.0313,"2008-03-11","2008-06-16","doi:10.6085/AA/PELXXX_015ADCP015R00_20080311.50.5"
"924",-121.898647,36.62185,"2008-04-21","2008-07-15","doi:10.6085/AA/HMS001_020ADCP019R00_20080421.50.3"
"925",-120.6276,34.72602,"2004-08-19","2004-11-22","doi:10.6085/AA/PURXXX_015ADCP015R00_20040819.50.3"
"926",-122.15845,36.972121,"2006-03-08","2006-06-01","doi:10.6085/AA/SHB001_021ADCP020R00_20060308.50.2"
"927",-120.63535,34.869817,"2007-08-02","2007-11-02","doi:10.6085/AA/PTSXXX_015ADCP015R00_20070802.50.1"
"928",-119.69602,34.0313,"2005-06-02","2005-08-25","doi:10.6085/AA/PELXXX_015ADCP015R00_20050602.50.5"
"929",-119.85566,33.96617,"2007-07-24","2007-11-01","doi:10.6085/AA/MORXXX_015ADCP015R00_20070724.50.1"
"930",-122.15845,36.972121,"2005-04-01","2005-06-24","doi:10.6085/AA/SHB001_021ADCP020R00_20050401.50.4"
"931",-120.6276,34.72602,"2000-05-13","2000-07-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20000513.50.4"
"932",-122.0799,36.9442,"2004-07-17","2004-10-14","doi:10.6085/AA/TPT001_018ADCP018R00_20040716.50.1"
"933",-119.854783,33.966633,"2006-06-09","2006-08-31","doi:10.6085/AA/MORXXX_015ADCP015R00_20060609.50.1"
"934",-122.15845,36.972121,"2003-07-27","2003-10-29","doi:10.6085/AA/SHB001_021ADCP020R00_20030725.50.2"
"935",-122.08045,36.943421,"2001-08-29","2001-11-09","doi:10.6085/AA/TPT001_018ADCP018R00_20010829.50.2"
